제목,도로명주소,지역,위도,경도,인기점수
거드락지민박,제주특별자치도 제주시 한림읍 한림로 350,제주시,33.394478,126.241394,4648
바사팬스파,제주특별자치도 제주시 한경면 한경해안로 448-6,제주시,33.340268,126.1683515,4642
동원호텔,제주특별자치도 서귀포시 솔동산로10번길 45,서귀포시,33.240833,126.562675,4631
쿨쿨하우스,제주특별자치도 서귀포시 동홍로262번길 62,서귀포시,33.269596,126.57267,4629
물고기나무게스트하우스,제주특별자치도 서귀포시 성산읍 중산간동로 4204-14,서귀포시,33.378902,126.84096,4623
바닷가하우스펜션,제주특별자치도 서귀포시 대정읍 형제해안로 254,서귀포시,33.2122165,126.2921599,4622
코시롱게스트하우스,제주특별자치도 서귀포시 성산읍 성산중앙로37번길 1,서귀포시,33.46319,126.93307,4610
일성 제주비치콘도&리조트,제주특별자치도 제주시 한림읍 한림로 127,제주시,33.385246,126.2213,4610
아프리카게스트하우스,제주특별자치도 제주시 조천읍 신흥로2길 33,제주시,33.548946,126.65166,4606
더아름다운펜션,제주특별자치도 서귀포시 일주서로 632,서귀포시,33.2538393,126.4420593,4586
나인스파빌,제주특별자치도 제주시 애월읍 하광로 518,제주시,33.445423,126.4303404,4584
세화리움,제주특별자치도 제주시 구좌읍 해녀박물관길 29,제주시,33.523354,126.8624,4584
피우다 게스트하우스,제주특별자치도 제주시 한경면 저지12길 60-4,제주시,33.3386002,126.2625818,4564
로뎀펜션,제주특별자치도 제주시 우도면 우도해안길 264,제주시,33.5035896,126.9427205,4551
제주엘루이호텔,제주특별자치도 제주시 서광로21길 1,제주시,33.50019,126.52189,4551
제주에살다,제주특별자치도 서귀포시 성산읍 온평포구로62번길 37,서귀포시,33.399765,126.90398,4550
달빛바다펜션,제주특별자치도 제주시 어영길 64-12,제주시,33.517418,126.49878,4546
애월해안누리펜션(구 하얀둥지펜션),제주특별자치도 제주시 애월읍 애월해안로 298,제주시,33.4704594,126.3416719,4544
다올제민박,제주특별자치도 제주시 구좌읍 하도7길 9,제주시,33.51621,126.88542,4534
노을담은뜨락,제주특별자치도 서귀포시 대정읍 노을해안로 416,서귀포시,33.270264,126.2004199,4530
저스트슬립제주,제주특별자치도 서귀포시 대정읍 무릉중앙로21번길 158-28,서귀포시,33.270264,126.2004199,4529
제이앤클로이,제주특별자치도 서귀포시 대정읍 무릉중앙로 203,서귀포시,33.25718,126.18884,4524
ATnoon호텔,제주특별자치도 제주시 은남1길 8,제주시,33.4893618,126.4950589,4522
해비치 바람의집 펜션&카페,제주특별자치도 서귀포시 표선면 민속해안로 381,서귀포시,33.312473,126.83668,4520
여래게스트하우스,제주특별자치도 제주시 구좌읍 세화7길 31-2,제주시,33.523663,126.86099,4516
쁘띠제주빅터,제주특별자치도 제주시 서해안로 338,제주시,33.5099678,126.4813246,4514
에덴통나무빌리지,제주특별자치도 제주시 한경면 명이1길 32,제주시,33.322475,126.26769,4511
라신비,제주특별자치도 제주시 한림읍 한림해안로 548,제주시,33.4378031,126.2755954,4508
에프원모텔,제주특별자치도 제주시 사장1길 18,제주시,33.4853132,126.4939766,4504
뿌리게스트하우스,제주특별자치도 제주시 한경면 용수1길 3,제주시,33.3205785,126.1778439,4486
돌담한길펜션,제주특별자치도 서귀포시 남원읍 한신로 55,서귀포시,33.3352599,126.6681117,4485
뜨레향 펜션,제주특별자치도 서귀포시 남원읍 하례망장포로 27-8 (하례리) 뜨레향 펜션,서귀포시,33.3420367,126.5884214,4480
다솜펜션,제주특별자치도 서귀포시 이어도로 139,서귀포시,33.2404923,126.4366628,4474
에코하우스민박펜션,제주특별자치도 제주시 추자면 추자로 657,제주시,33.9531294,126.3336098,4474
꿈꾸는정원,제주특별자치도 제주시 조천읍 함덕서4길 47,제주시,33.5389274,126.6654131,4468
제주도 레인보우,제주특별자치도 제주시 구좌읍 종달로 68-2,제주시,33.4920723,126.8959814,4463
바당정원펜션,제주특별자치도 제주시 한경면 판조로 23,제주시,33.366011,126.2065075,4448
하얀언덕,제주특별자치도 서귀포시 표선면 민속해안로 351,서귀포시,33.311478,126.83403,4440
에띠에리조트,제주특별자치도 서귀포시 이어도로 738,서귀포시,33.2352943,126.4942854,4438
단추스테이 단추숲,제주특별자치도 제주시 한경면  고조로 311-8,제주시,33.319572,126.20922,4438
에너벨리민박,제주특별자치도 제주시 한림읍 한림로 356,제주시,33.3948825,126.2418944,4430
라파로마휴양펜션,제주특별자치도 제주시 한림읍 협재로 62,제주시,33.3923816,126.2473264,4418
마라도별장,제주특별자치도 서귀포시 대정읍 마라로101번길 43,서귀포시,33.118282,126.26671,4412
종달스토리,제주특별자치도 제주시 구좌읍 종달논길 61-7,제주시,33.49175,126.90021,4404
바다의향기,제주특별자치도 서귀포시 대정읍 송악관광로177번길 254-6,서귀포시,33.2130528,126.292268,4402
제주의시간은느리다,제주특별자치도 제주시 구좌읍 상도로 30-4,제주시,33.511997,126.864235,4396
하와이펜션,제주특별자치도 제주시 도두봉2길 75,제주시,33.5073611,126.4760763,4394
제주 스카이라인 휴양펜션,제주특별자치도 제주시 주르레남길 19,제주시,33.44097,126.48302,4392
달자펜션,제주특별자치도 제주시 애월읍 애월해안로 738,제주시,33.483532,126.379944,4390
로그빌리지 펜션,제주특별자치도 서귀포시 표선면 일주동로 5944,서귀포시,33.32674,126.82066,4388
클로버비앤비,제주특별자치도 서귀포시 성산읍 시흥상동로 109,서귀포시,33.478205,126.8958421,4372
배목수집,제주특별자치도 제주시 구좌읍 세송로 43,제주시,33.514587,126.85891,4364
YOU&I게스트하우스,제주특별자치도 제주시 광양8길 1-2,제주시,33.499771,126.5291961,4361
오로라호텔,제주특별자치도 제주시 논세길 51,제주시,33.489447,126.4421364,4360
밧돌펜션하우스,제주특별자치도 제주시 구좌읍 비자림로 1771,제주시,33.4764906,126.7882841,4351
수상한집 광보네,제주특별자치도 제주시 도련3길 14-4 2층,제주시,33.5081597,126.5871813,4348
풍경호텔(풍경관광호텔),제주특별자치도 서귀포시 남성중로 147,서귀포시,33.2639577,126.5507293,4347
팔도민박,제주특별자치도 서귀포시 대정읍 마라로 109,서귀포시,33.11452,126.26675,4346
521 게스트 하우스,제주특별자치도 제주시 애월읍 중용길 52-1 (신엄리) 521 게스트 하우스,제주시,,,4342
제주프렌즈펜션,제주특별자치도 제주시 한경면 판포2길 35,제주시,33.3614954,126.2008492,4336
올리수펜션,제주특별자치도 서귀포시 중문로5번길 16,서귀포시,33.2514303,126.4348243,4336
신라스테이 플러스 이호테우,제주특별자치도 제주시 연대마을길 76,제주시,33.4927867,126.422773,4333
호끌락80번지,제주특별자치도 서귀포시 안덕면 사계남로 80,서귀포시,33.22675,126.29882,4332
단추스테이,제주특별자치도 제주시 한림읍 금능1길 15-8,제주시,33.38833,126.22373,4329
빌라비하우스,제주특별자치도 서귀포시 색달로64번길 51,서귀포시,33.2814107,126.4111118,4325
호텔 스카브로,제주특별자치도 서귀포시 예래해안로 15,서귀포시,33.233375,126.370151,4317
사계여행민박,제주특별자치도 서귀포시 안덕면 산방로 262,서귀포시,33.2349693,126.3078602,4314
토마토하우스,제주특별자치도 서귀포시 성산읍 성산등용로 96-7,서귀포시,33.4698532,126.9305924,4314
